student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,class_attendance_percent,assignment_completion_percent,mental_health_status,final_exam_score,digital_distraction_time
10711,17,Male,2.64,6.62,3.3,0.0,0.67,8.72,87.53,30.0,Poor,34.08,10.59
10712,24,Female,3.57,6.18,4.72,0.8,1.63,4.86,90.38,90.65,Poor,71.17,13.329999999999998
10713,24,Female,5.12,6.29,4.87,1.28,0.92,8.84,83.41,78.93,Poor,79.62,13.36
10714,17,Male,2.48,2.28,1.96,1.69,1.84,6.97,90.67,87.11,Average,77.8,7.77
10715,23,Male,4.72,2.06,4.76,1.04,4.01,8.91,84.15,79.93,Poor,74.83,11.87
10716,24,Female,3.51,4.07,3.68,5.12,2.76,7.71,80.06,89.06,Good,98.97,15.63
10717,18,Female,3.57,2.71,4.62,1.24,0.51,6.08,90.71,80.24,Poor,83.23,9.08
10718,22,Male,4.86,1.46,3.4,1.73,2.74,6.55,93.05,94.67,Poor,78.68,9.33
10719,25,Male,5.37,8.99,1.03,3.65,2.48,8.75,96.87,69.26,Average,85.02,16.15
10720,23,Female,2.92,6.82,4.11,0.46,0.0,5.11,97.4,91.38,Average,62.0,11.39
10721,17,Male,4.46,5.42,3.23,2.46,4.21,8.53,82.79,87.33,Good,91.11,15.319999999999999
10722,20,Female,2.39,8.88,5.75,0.0,2.59,5.57,95.53,55.1,Poor,42.81,17.22
10723,21,Female,7.95,3.7,1.76,1.5,2.27,9.04,86.56,86.25,Average,100.0,9.23
10724,22,Male,5.06,6.98,3.54,4.05,2.82,7.1,81.28,56.62,Average,60.2,17.39
10725,19,Male,0.29,2.94,3.84,1.55,0.0,8.33,74.44,100.0,Average,53.22,8.33
10726,18,Male,4.35,4.35,2.1,0.0,0.65,6.2,87.85,100.0,Poor,71.97,7.1
10727,19,Male,4.01,3.8,4.4,2.14,0.5,9.53,92.64,68.65,Good,63.17,10.84
10728,25,Female,4.52,2.96,5.31,0.0,2.33,8.41,87.46,69.16,Average,82.42,10.6
10729,18,Female,3.36,1.37,5.49,0.44,3.77,6.71,78.01,74.88,Good,67.5,11.07
10730,22,Male,3.17,3.69,0.95,3.95,3.54,6.2,63.65,89.88,Average,32.09,12.13
10731,23,Female,3.13,4.16,3.41,3.43,0.0,6.11,88.92,62.19,Poor,67.52,11.0
10732,20,Female,4.91,6.17,4.59,4.17,2.46,8.3,100.0,97.57,Average,87.87,17.39
10733,20,Female,2.55,6.26,1.21,0.0,2.25,8.16,93.97,41.83,Poor,45.63,9.719999999999999
10734,25,Female,5.77,3.25,3.98,0.46,4.08,4.9,74.07,81.65,Good,92.57,11.77
10735,18,Male,7.87,1.19,4.54,0.0,1.22,8.27,79.1,73.37,Poor,95.27,6.949999999999999
10736,19,Female,7.31,8.08,2.83,2.1,2.25,4.5,100.0,76.11,Average,72.14,15.26
10737,21,Male,3.62,4.49,0.29,3.29,1.06,9.09,87.2,83.18,Average,77.64,9.13
10738,18,Female,6.52,6.84,5.84,1.4,0.0,8.16,89.41,67.64,Good,100.0,14.08
10739,17,Female,7.77,9.03,3.34,0.94,0.0,6.61,72.86,100.0,Average,100.0,13.309999999999999
10740,23,Female,3.76,1.49,5.0,4.03,1.1,7.57,79.11,63.35,Average,83.5,11.620000000000001
10741,22,Female,3.2,8.66,1.93,3.63,1.91,5.67,76.3,73.03,Good,73.62,16.13
10742,25,Male,7.8,3.43,1.26,2.9,2.5,4.94,90.6,95.67,Average,100.0,10.09
10743,17,Male,3.9,3.09,2.25,4.31,4.41,8.22,79.23,84.1,Average,91.11,14.059999999999999
10744,21,Female,2.87,5.85,2.97,2.22,0.7,5.81,79.66,100.0,Average,73.36,11.74
10745,18,Male,6.55,4.44,3.73,4.88,2.07,6.59,83.52,67.88,Poor,68.14,15.120000000000001
10746,22,Male,2.49,1.86,3.53,1.06,0.9,8.08,86.25,69.66,Poor,80.03,7.3500000000000005
10747,22,Female,0.0,6.68,6.9,2.33,2.78,6.58,73.3,63.94,Good,47.01,18.689999999999998
10748,24,Male,3.74,0.39,4.82,2.07,1.65,5.49,75.98,58.17,Average,75.77,8.930000000000001
10749,18,Female,5.64,4.68,5.25,0.83,2.36,8.02,75.14,100.0,Good,100.0,13.12
10750,25,Female,8.6,3.47,4.8,2.71,1.82,6.33,74.91,76.42,Average,100.0,12.8
10751,19,Female,6.18,5.34,4.02,1.64,1.37,5.05,74.22,63.32,Average,72.64,12.37
10752,21,Female,1.55,5.26,4.89,3.01,0.0,4.96,98.38,71.78,Good,34.76,13.16
10753,20,Female,4.72,5.56,5.5,2.51,2.95,4.91,71.42,48.63,Good,56.73,16.52
10754,24,Female,4.42,6.08,3.32,0.0,1.09,7.52,88.61,76.41,Average,76.08,10.49
10755,21,Male,9.55,7.29,3.61,0.0,1.31,6.14,75.69,85.28,Good,100.0,12.21
10756,18,Female,2.85,2.9,3.76,5.73,0.0,5.23,91.45,92.51,Good,87.86,12.39
10757,23,Male,0.62,6.17,4.41,0.0,0.0,5.78,87.54,96.34,Good,47.55,10.58
10758,19,Male,3.99,1.21,2.69,1.69,3.04,6.42,77.44,89.12,Average,66.15,8.629999999999999
10759,23,Female,2.76,3.74,3.07,4.22,2.47,6.32,100.0,82.33,Good,83.69,13.5
10760,23,Male,4.46,6.14,3.68,1.83,2.86,7.74,85.85,84.56,Poor,90.6,14.509999999999998
10761,19,Male,6.12,2.54,5.45,0.0,3.15,7.87,85.45,79.75,Good,100.0,11.14
10762,22,Male,4.45,6.15,2.04,0.02,0.0,9.34,71.38,100.0,Good,100.0,8.21
10763,24,Female,2.32,4.78,3.23,2.21,0.45,6.76,90.16,85.34,Average,54.97,10.67
10764,23,Female,4.11,6.55,5.96,3.27,2.19,4.79,78.04,99.4,Average,63.53,17.97
10765,23,Female,3.92,5.38,2.84,2.99,2.44,7.03,89.26,90.33,Average,83.31,13.649999999999999
10766,19,Female,3.67,7.25,4.46,2.62,2.26,6.68,94.28,64.88,Average,77.8,16.59
10767,17,Female,2.83,3.15,5.6,0.0,0.15,8.92,83.33,81.65,Poor,71.24,8.9
10768,18,Female,7.07,1.25,6.67,3.09,0.58,6.55,80.12,86.56,Good,100.0,11.59
10769,17,Female,1.06,7.93,3.58,3.33,1.87,4.32,64.82,63.13,Average,25.42,16.71
10770,24,Female,3.04,6.55,4.48,3.74,4.49,7.21,84.25,69.22,Good,68.2,19.26
10771,22,Female,2.04,8.1,2.16,3.04,1.64,8.45,85.05,90.0,Good,42.9,14.94
10772,24,Male,2.4,9.31,3.99,2.51,2.65,9.5,87.31,83.5,Poor,54.12,18.46
10773,24,Male,4.28,5.93,3.4,0.0,1.52,9.8,79.23,65.46,Average,95.76,10.85
10774,25,Female,0.21,9.09,7.75,2.65,1.97,4.27,97.87,97.63,Good,34.32,21.46
10775,22,Female,5.45,3.87,3.58,0.67,1.19,7.31,63.99,74.65,Good,100.0,9.309999999999999
10776,23,Male,6.46,7.41,3.89,3.84,0.0,6.86,95.4,73.02,Good,95.12,15.14
10777,22,Male,5.35,6.8,3.14,0.18,1.7,8.31,88.63,100.0,Average,100.0,11.82
10778,19,Female,4.81,2.93,4.07,0.75,3.2,6.02,100.0,81.59,Average,88.2,10.95
10779,21,Male,6.94,6.86,3.46,4.01,3.48,7.03,85.81,83.02,Good,100.0,17.81
10780,21,Female,3.4,0.0,0.2,2.27,0.11,5.57,79.58,82.92,Average,79.34,2.58
10781,22,Male,8.77,9.54,6.41,4.55,2.91,5.7,87.15,80.95,Good,91.23,23.41
10782,21,Male,3.22,2.02,2.49,2.86,2.5,7.72,68.97,85.74,Average,50.11,9.87
10783,18,Male,4.66,2.2,3.49,0.53,2.2,6.13,94.96,66.07,Average,98.37,8.420000000000002
10784,25,Female,0.01,2.26,1.11,2.4,2.26,6.08,81.94,82.5,Average,51.03,8.03
10785,25,Female,4.68,7.25,3.87,0.0,0.46,6.23,87.81,85.07,Average,99.71,11.58
10786,20,Male,2.85,7.06,2.77,1.6,1.05,6.53,76.17,81.68,Good,74.12,12.48
10787,18,Male,3.69,6.89,5.8,2.41,0.56,8.75,81.7,82.88,Average,74.68,15.66
10788,24,Female,7.05,7.16,2.34,2.31,1.58,8.8,99.12,64.62,Average,100.0,13.39
10789,20,Female,3.42,1.27,1.69,3.71,0.0,5.52,78.41,99.21,Average,81.66,6.67
10790,21,Male,5.87,3.79,2.56,0.0,2.81,9.09,83.86,62.5,Average,97.12,9.16
10791,25,Male,3.14,7.54,7.87,0.74,0.46,6.16,97.38,79.08,Average,75.7,16.61
10792,24,Female,1.6,5.85,2.76,0.0,1.84,5.74,77.73,85.34,Average,62.79,10.45
10793,22,Female,2.11,3.3,5.84,5.08,0.34,6.98,77.79,94.21,Good,47.01,14.559999999999999
10794,23,Male,5.24,6.32,8.08,3.93,1.77,8.02,82.99,57.98,Good,87.45,20.1
10795,21,Male,2.86,3.62,3.33,1.65,3.15,7.05,97.05,77.03,Poor,71.88,11.75
10796,17,Female,4.02,3.7,2.91,0.0,0.4,5.86,77.77,75.46,Average,71.08,7.01
10797,21,Male,7.61,4.65,2.64,0.0,0.75,6.23,81.57,72.76,Poor,97.54,8.040000000000001
10798,22,Male,4.47,6.4,2.98,5.02,2.03,5.54,90.46,74.02,Average,59.55,16.43
10799,21,Female,3.98,5.76,2.94,1.39,2.44,5.08,93.31,78.08,Good,79.39,12.53
10800,17,Female,2.17,2.05,7.37,2.27,1.52,8.45,80.61,63.14,Good,80.72,13.21
10801,19,Female,0.91,8.24,2.58,2.23,2.81,3.94,99.85,68.67,Average,24.85,15.860000000000001
10802,22,Female,4.62,8.92,4.24,4.83,3.46,4.55,69.62,65.64,Average,56.05,21.450000000000003
10803,24,Female,1.92,1.19,3.95,1.76,2.24,7.18,100.0,99.7,Average,90.28,9.14
10804,17,Female,6.39,3.82,2.89,5.53,1.11,6.92,94.68,88.22,Poor,80.67,13.35
10805,18,Female,6.44,1.34,8.16,3.21,1.27,7.55,93.36,100.0,Average,100.0,13.98
10806,19,Male,6.75,5.85,1.95,1.48,1.95,8.19,91.41,64.99,Average,90.67,11.23
10807,22,Male,3.07,7.83,5.55,0.0,4.33,7.3,83.57,100.0,Good,74.61,17.71
10808,24,Male,3.42,5.98,6.18,0.45,3.8,6.9,68.75,73.08,Good,59.21,16.41
10809,25,Female,7.51,2.65,0.0,1.77,1.48,6.92,79.4,86.86,Good,100.0,5.9
10810,24,Female,2.51,4.92,2.94,2.28,2.75,5.91,100.0,76.54,Average,77.26,12.89
10811,23,Female,1.31,7.23,2.25,5.66,2.78,7.1,77.34,94.7,Average,75.37,17.92
10812,19,Female,3.3,3.57,4.77,0.27,0.74,7.92,82.57,68.16,Good,100.0,9.35
10813,17,Male,3.34,10.06,1.47,3.83,0.16,6.9,85.51,55.6,Average,70.37,15.52
10814,22,Male,5.25,0.0,1.51,1.06,2.28,6.36,80.09,72.51,Average,97.05,4.85
10815,25,Female,5.59,2.68,1.37,1.01,1.98,6.93,100.0,100.0,Poor,100.0,7.039999999999999
10816,23,Male,3.84,6.12,2.29,4.05,1.51,4.21,90.37,96.0,Average,71.51,13.969999999999999
10817,17,Female,5.35,6.68,1.91,1.16,2.21,5.88,96.29,75.09,Poor,76.9,11.959999999999999
10818,17,Female,3.64,5.43,3.78,2.51,2.68,6.47,70.0,89.75,Average,86.22,14.399999999999999
10819,24,Male,1.95,10.19,6.37,2.6,4.04,5.99,78.07,66.31,Average,23.6,23.200000000000003
10820,23,Female,7.65,6.4,2.99,0.67,3.73,6.67,98.66,95.57,Poor,100.0,13.790000000000001
10821,22,Female,5.79,5.96,2.32,4.5,4.53,4.55,82.61,88.85,Poor,76.67,17.310000000000002
10822,19,Female,6.84,8.89,2.41,2.65,3.3,7.99,89.27,85.34,Average,100.0,17.25
10823,17,Female,7.72,1.23,3.06,1.89,3.8,8.98,90.55,82.23,Average,100.0,9.98
10824,24,Female,4.47,6.14,5.62,0.0,3.85,7.22,86.95,100.0,Good,100.0,15.61
10825,22,Male,2.84,5.13,5.42,2.85,2.32,6.8,87.99,86.54,Average,67.32,15.719999999999999
10826,25,Female,6.13,2.56,1.2,4.25,2.14,5.48,86.04,100.0,Good,100.0,10.15
10827,24,Male,6.25,9.66,1.86,0.93,4.26,6.53,85.14,92.38,Poor,93.13,16.71
10828,24,Male,2.5,3.42,6.45,0.0,2.41,9.88,89.43,74.04,Good,67.4,12.28
10829,21,Male,2.87,7.8,6.3,5.39,3.97,5.52,71.17,89.92,Good,41.32,23.46
10830,25,Female,4.13,7.66,1.26,1.63,0.29,8.83,82.07,68.7,Poor,84.25,10.84
10831,24,Male,4.29,8.52,4.67,1.78,1.63,6.28,89.4,57.25,Average,78.93,16.6
10832,24,Male,5.56,8.1,6.35,0.1,3.42,6.4,82.48,79.77,Poor,75.78,17.97
10833,25,Female,4.45,5.48,6.53,0.74,1.77,6.14,98.8,100.0,Good,96.09,14.520000000000001
10834,19,Female,3.4,5.31,0.42,1.44,0.59,5.97,96.48,93.95,Good,97.52,7.76
10835,19,Female,3.5,6.26,2.51,2.81,2.47,9.45,100.0,86.9,Average,88.34,14.05
10836,23,Female,2.38,6.54,5.02,2.97,1.05,6.03,86.16,79.64,Good,86.88,15.580000000000002
10837,25,Male,6.0,8.22,6.82,2.23,1.77,7.21,98.06,76.92,Average,100.0,19.04
10838,23,Male,2.45,0.0,2.34,1.89,1.41,5.22,85.02,85.63,Good,86.13,5.64
10839,21,Male,6.62,9.14,4.02,1.96,2.06,5.84,97.38,94.07,Poor,100.0,17.18
10840,17,Male,7.97,4.07,3.3,2.4,1.16,7.64,91.2,80.82,Good,100.0,10.93
10841,19,Male,3.99,3.98,4.06,0.08,2.76,7.83,88.85,100.0,Poor,95.28,10.879999999999999
10842,23,Female,3.69,2.56,2.88,2.03,1.46,10.0,92.76,67.22,Average,92.79,8.93
10843,23,Female,3.62,6.22,3.52,0.0,0.4,5.96,66.29,81.96,Good,77.3,10.14
10844,20,Female,4.74,10.88,3.31,0.0,1.06,8.69,73.94,83.25,Good,86.5,15.25
10845,21,Male,5.36,5.17,4.32,2.83,2.89,6.35,89.95,69.2,Poor,83.07,15.21
10846,23,Female,4.83,6.34,0.65,1.78,1.45,8.0,85.56,88.5,Good,88.1,10.219999999999999
10847,20,Male,3.76,1.71,3.67,3.35,2.16,9.85,77.56,79.28,Poor,66.87,10.89
10848,25,Female,3.5,5.14,4.12,2.04,0.89,8.75,92.58,91.96,Average,63.52,12.19
10849,22,Female,6.69,1.91,4.28,0.9,0.97,8.47,82.07,81.72,Good,92.94,8.06
10850,18,Male,5.42,7.56,3.49,0.0,3.64,7.86,94.97,77.14,Average,95.12,14.690000000000001
10851,24,Female,5.03,1.43,3.92,0.45,1.09,6.52,70.63,83.84,Average,81.39,6.89
10852,24,Male,5.34,5.18,3.84,2.86,4.56,6.14,87.22,83.0,Poor,72.37,16.439999999999998
10853,20,Female,4.65,6.73,3.99,2.29,0.82,6.57,80.32,81.89,Average,71.08,13.830000000000002
10854,23,Female,6.46,6.66,3.52,3.66,3.1,7.77,72.65,66.59,Good,100.0,16.939999999999998
10855,19,Female,2.82,9.28,3.94,0.0,0.0,5.84,86.23,62.1,Average,52.11,13.219999999999999
10856,18,Female,1.46,7.42,1.35,2.43,1.19,7.34,83.15,68.12,Good,59.14,12.39
10857,17,Male,4.92,5.35,0.21,0.18,1.98,8.48,99.88,96.76,Poor,100.0,7.72
10858,20,Male,3.09,6.3,3.84,2.84,2.84,7.38,77.19,81.86,Average,69.14,15.82
10859,17,Male,0.74,10.74,3.87,1.11,0.69,8.38,100.0,73.06,Average,51.97,16.41
10860,25,Male,5.8,6.28,4.78,1.6,2.21,5.93,77.05,76.77,Average,95.86,14.870000000000001
10861,19,Male,5.62,6.96,2.93,0.0,3.68,5.18,85.2,87.7,Average,85.54,13.57
10862,17,Female,3.57,9.13,4.27,3.57,0.0,7.08,79.62,87.23,Average,85.89,16.97
10863,25,Male,0.28,2.81,4.32,0.0,2.73,4.29,92.59,81.05,Average,71.2,9.860000000000001
10864,25,Female,8.23,5.83,1.94,5.73,2.96,10.0,82.88,80.23,Good,100.0,16.46
10865,18,Male,2.61,9.45,3.24,0.99,0.89,3.5,76.85,75.67,Average,42.26,14.57
10866,22,Male,3.98,3.62,0.0,4.6,3.03,9.03,82.69,100.0,Average,84.12,11.25
10867,24,Male,5.63,10.62,2.14,2.78,2.32,5.18,81.35,84.18,Average,93.68,17.86
10868,17,Female,4.18,2.53,3.37,6.4,0.7,6.51,83.32,100.0,Poor,77.19,12.999999999999998
10869,19,Male,3.0,4.96,0.96,2.28,1.74,7.24,80.86,68.44,Good,67.32,9.94
10870,18,Female,4.82,8.37,5.4,2.87,1.41,6.76,83.25,86.29,Average,86.53,18.049999999999997
10871,17,Male,4.56,3.32,5.08,0.71,0.65,9.31,70.3,74.23,Good,94.31,9.76
10872,19,Male,5.8,3.86,3.89,2.89,0.17,10.0,85.8,72.97,Average,100.0,10.81
10873,19,Female,2.46,7.64,2.0,0.22,2.48,7.07,79.73,55.3,Average,58.39,12.34
10874,22,Male,3.51,5.46,3.01,1.06,0.74,6.24,91.75,100.0,Average,93.43,10.27
10875,20,Male,3.97,6.39,4.71,3.49,1.72,10.0,100.0,78.29,Good,87.92,16.31
10876,24,Female,5.74,3.98,4.49,1.65,0.62,5.77,100.0,84.16,Good,93.35,10.74
10877,25,Male,8.56,7.98,6.72,1.01,0.86,5.31,76.89,49.95,Good,100.0,16.57
10878,17,Female,3.75,2.71,0.65,1.47,2.69,6.6,88.1,100.0,Poor,81.89,7.5200000000000005
10879,23,Female,0.15,4.42,6.1,0.08,2.19,8.47,76.67,100.0,Average,67.56,12.79
10880,21,Male,5.22,10.61,3.91,1.11,2.63,8.08,73.23,62.95,Poor,74.79,18.259999999999998
10881,25,Female,6.16,7.92,3.1,2.96,0.9,6.89,89.35,99.54,Good,99.14,14.88
10882,25,Female,2.92,6.72,4.84,2.3,0.72,7.35,81.2,70.63,Average,44.77,14.579999999999998
10883,23,Female,5.16,5.39,0.49,1.57,0.58,8.1,80.5,91.25,Poor,95.93,8.03
10884,22,Male,3.25,7.04,3.81,0.0,3.03,7.65,83.15,73.96,Good,78.43,13.879999999999999
10885,21,Male,5.6,2.3,4.71,1.34,0.42,8.11,81.35,61.21,Good,73.8,8.77
10886,23,Female,5.52,3.54,5.03,5.7,3.08,7.95,100.0,78.69,Average,74.09,17.35
10887,19,Female,2.74,6.72,3.7,3.2,0.97,7.87,81.05,100.0,Average,52.09,14.59
10888,21,Female,4.47,5.96,2.8,3.35,0.34,7.22,86.7,82.38,Poor,80.35,12.45
10889,22,Male,4.61,2.0,6.78,3.41,1.97,6.13,80.88,71.81,Average,82.71,14.160000000000002
10890,23,Female,7.54,2.18,2.86,4.65,1.17,7.05,94.36,94.38,Poor,100.0,10.86
10891,23,Female,7.42,6.99,5.33,1.91,2.69,5.67,92.1,79.94,Average,81.9,16.92
10892,17,Male,3.82,4.9,2.35,2.44,4.1,5.12,100.0,49.94,Average,61.49,13.790000000000001
10893,19,Female,6.2,1.86,3.32,1.99,0.05,9.75,75.44,88.12,Good,100.0,7.22
10894,18,Male,7.04,6.29,4.61,1.87,1.23,7.28,74.44,74.25,Good,100.0,14.0
10895,17,Male,4.64,5.55,1.7,2.37,0.96,6.73,100.0,67.64,Poor,43.38,10.58
10896,24,Male,3.18,4.79,1.17,4.02,3.41,7.77,89.97,45.72,Average,48.33,13.39
10897,18,Male,5.75,9.26,0.0,0.46,0.0,7.82,66.58,84.46,Good,99.95,9.72
10898,24,Male,5.21,7.1,4.31,2.72,1.28,7.24,75.57,70.23,Average,70.46,15.409999999999998
10899,17,Male,4.24,6.75,3.45,4.13,1.38,4.28,66.23,49.81,Average,48.81,15.71
10900,17,Male,5.5,5.32,4.67,1.34,2.83,6.89,73.25,72.49,Poor,73.48,14.16
10901,25,Female,0.53,7.86,8.53,2.16,0.0,6.53,90.78,59.81,Good,66.05,18.55
10902,21,Male,7.66,4.01,3.81,3.31,1.49,5.58,79.09,71.55,Good,100.0,12.62
10903,18,Male,4.39,4.38,3.38,3.34,0.0,7.01,92.87,95.25,Average,99.36,11.1
10904,24,Male,2.41,2.87,3.95,4.81,2.13,4.42,77.45,77.85,Good,62.94,13.760000000000002
10905,22,Male,6.32,11.05,3.29,1.16,0.0,6.82,62.55,90.67,Poor,89.27,15.5
10906,21,Female,3.9,8.28,1.69,2.9,0.41,6.33,79.76,86.14,Average,80.36,13.28
10907,21,Female,0.97,4.33,3.91,0.31,2.46,6.89,87.54,79.22,Average,69.25,11.01
10908,19,Female,5.12,6.06,0.58,2.21,0.7,6.06,82.16,82.96,Average,70.66,9.55
10909,24,Female,1.48,5.25,5.65,0.94,1.11,8.62,78.14,96.4,Good,80.85,12.95
10910,22,Female,3.96,10.02,1.59,0.1,3.16,7.11,83.93,75.04,Average,90.9,14.870000000000001
10911,21,Female,3.42,1.59,4.81,0.67,0.41,4.37,91.46,100.0,Average,80.97,7.4799999999999995
10912,18,Male,4.32,7.68,3.22,0.03,1.87,7.38,82.71,45.1,Good,74.99,12.8
10913,25,Female,1.1,4.59,3.86,0.0,0.61,7.35,87.03,95.65,Average,74.39,9.059999999999999
10914,24,Female,3.36,4.34,2.5,2.14,3.27,6.9,89.98,70.9,Poor,72.5,12.25
10915,22,Female,4.58,7.94,1.02,1.76,0.61,7.11,96.52,82.03,Good,81.46,11.33
10916,21,Female,6.55,7.0,4.23,0.0,2.82,5.83,100.0,57.9,Poor,90.46,14.05
10917,25,Female,6.09,3.1,6.15,3.31,3.5,7.19,69.35,77.74,Average,75.17,16.060000000000002
10918,17,Male,1.96,4.23,3.18,3.13,1.14,7.65,90.33,98.64,Good,59.58,11.68
10919,23,Female,7.46,6.83,5.02,2.61,0.75,9.07,84.06,83.06,Good,100.0,15.209999999999999
10920,20,Male,0.93,6.28,2.92,2.19,3.39,5.65,100.0,100.0,Good,70.65,14.780000000000001
10921,17,Female,4.76,1.24,4.75,1.9,0.88,7.89,81.32,89.08,Good,100.0,8.77
10922,24,Female,5.28,4.05,3.06,1.45,0.0,7.09,93.31,87.13,Average,78.9,8.559999999999999
10923,21,Male,6.05,3.91,3.2,1.38,1.98,6.42,88.2,85.44,Good,100.0,10.47
10924,17,Male,3.29,8.31,2.65,3.06,1.5,5.88,84.88,73.58,Average,86.54,15.52
10925,22,Female,5.01,5.84,4.88,2.74,1.96,5.59,79.06,68.5,Average,78.14,15.42
10926,20,Male,0.99,4.89,3.45,1.21,1.04,7.14,80.14,90.78,Average,73.49,10.59
10927,24,Female,1.17,6.25,3.75,3.04,2.78,6.34,94.0,66.24,Poor,41.35,15.82
10928,23,Female,3.06,6.05,2.92,0.7,1.66,5.34,75.94,93.92,Good,100.0,11.33
10929,19,Male,4.46,5.19,1.85,1.72,4.72,8.59,96.26,88.31,Good,100.0,13.48
10930,25,Female,4.98,5.38,4.17,4.21,1.79,6.88,98.15,74.28,Good,100.0,15.549999999999997
10931,17,Female,3.32,4.81,3.22,2.54,2.95,7.67,93.81,100.0,Good,97.83,13.52
10932,20,Female,6.44,1.23,1.69,3.6,2.26,6.29,84.89,59.54,Good,100.0,8.78
10933,18,Female,7.13,5.65,0.54,2.74,0.15,8.33,90.41,76.1,Good,100.0,9.08
10934,23,Female,2.13,9.77,4.51,1.28,1.95,5.66,94.42,70.42,Average,34.24,17.509999999999998
10935,19,Male,6.77,4.13,5.91,2.05,0.53,6.95,85.98,100.0,Average,98.62,12.620000000000001
10936,22,Male,4.1,6.23,1.59,3.94,4.54,5.08,75.61,92.6,Poor,68.45,16.3
10937,18,Male,0.56,5.49,3.09,5.93,1.81,5.51,81.24,81.06,Poor,39.8,16.32
10938,24,Male,5.26,2.22,3.48,0.44,1.32,6.88,92.49,98.68,Good,100.0,7.460000000000001
10939,24,Male,2.73,3.87,3.49,2.27,2.05,5.9,93.55,72.62,Average,61.57,11.68
10940,17,Male,4.91,8.27,5.12,2.42,0.59,6.09,94.94,89.86,Average,98.08,16.4
10941,17,Female,7.98,1.46,5.18,1.74,0.16,8.3,91.42,90.54,Good,100.0,8.54
10942,24,Male,4.68,7.56,1.88,2.6,3.4,6.04,95.97,100.0,Average,95.64,15.440000000000001
10943,17,Female,6.66,6.38,4.91,1.51,1.24,7.08,93.55,81.61,Average,94.88,14.04
10944,22,Male,6.12,3.48,2.92,4.91,1.66,4.65,90.07,95.34,Poor,88.72,12.97
10945,25,Male,3.97,4.25,5.67,2.54,2.69,5.58,80.46,85.84,Good,87.26,15.15
10946,21,Female,0.0,5.4,4.48,0.31,0.13,6.84,88.14,74.98,Good,43.54,10.32
10947,24,Female,3.27,4.77,3.79,3.54,1.96,6.28,88.72,84.35,Average,78.2,14.059999999999999
10948,22,Female,4.26,6.75,5.45,1.13,0.68,8.47,76.15,72.21,Poor,58.22,14.01
10949,25,Male,5.08,5.69,5.06,2.91,1.74,9.43,88.46,63.02,Average,78.28,15.399999999999999
10950,25,Male,3.68,3.79,0.0,1.64,2.3,6.59,82.72,75.98,Average,66.55,7.7299999999999995
10951,19,Male,3.41,3.04,3.28,1.13,0.0,5.41,60.98,78.7,Poor,63.45,7.45
10952,17,Female,5.72,5.65,4.13,5.87,3.35,7.35,81.12,98.11,Poor,89.03,19.0
10953,19,Female,3.18,6.62,5.28,4.17,2.9,5.48,90.65,52.62,Good,85.37,18.97
10954,21,Female,0.58,5.87,4.01,4.28,2.8,7.26,92.0,82.62,Average,33.14,16.96
10955,24,Female,7.22,5.49,4.16,0.87,1.32,9.0,70.99,90.02,Poor,86.63,11.84
10956,22,Male,4.88,3.94,4.7,1.24,0.99,6.67,74.47,74.43,Average,85.79,10.870000000000001
10957,25,Male,6.36,1.59,2.39,0.78,2.46,5.7,72.92,66.0,Average,100.0,7.22
10958,18,Male,6.28,3.06,3.52,0.05,1.66,5.43,72.79,83.33,Average,100.0,8.29
10959,21,Male,3.12,5.12,0.7,3.0,0.94,3.68,93.38,65.94,Good,56.5,9.760000000000002
10960,20,Male,4.27,1.52,5.9,2.1,2.12,9.68,81.66,67.69,Good,77.7,11.64
10961,23,Female,0.18,2.82,0.0,1.89,1.2,7.03,100.0,100.0,Good,73.21,5.91
10962,17,Male,8.46,3.38,0.0,4.23,3.89,10.0,87.56,90.11,Good,100.0,11.5
10963,18,Female,7.27,5.89,4.26,2.86,0.0,4.25,94.71,64.95,Good,81.31,13.009999999999998
10964,24,Male,6.52,5.12,1.43,0.98,4.33,6.67,91.23,85.2,Average,100.0,11.86
10965,20,Female,3.89,9.56,2.1,0.29,0.51,5.65,92.61,77.95,Average,100.0,12.46
10966,22,Male,5.59,6.16,2.34,0.72,3.39,8.02,92.04,70.67,Good,100.0,12.61
10967,22,Male,4.17,5.75,5.25,4.46,2.8,7.0,85.52,80.59,Good,87.76,18.26
10968,23,Female,2.23,9.4,5.16,1.53,2.4,4.73,90.82,98.3,Average,35.44,18.490000000000002
10969,24,Female,5.23,4.53,2.81,2.15,3.56,10.0,94.49,86.04,Average,74.97,13.05
10970,25,Male,4.04,8.99,6.3,2.77,3.79,6.13,78.71,69.95,Average,61.28,21.85
10971,23,Female,2.56,3.94,5.11,4.03,1.78,9.17,78.18,60.54,Average,57.43,14.86
10972,17,Male,2.98,9.84,4.94,1.47,1.95,6.03,81.39,99.5,Average,64.19,18.2
10973,20,Female,8.84,6.07,3.82,2.68,2.47,4.78,92.01,93.82,Average,83.33,15.040000000000001
10974,24,Female,6.64,6.99,2.78,2.63,0.47,4.4,93.28,72.08,Poor,72.49,12.870000000000001
10975,23,Female,8.18,7.91,3.93,3.76,1.6,6.89,85.17,90.06,Average,94.0,17.2
